name,tokens_opti_metric,accuracy
EntropyOptim,0.06574521304122823,0.0
EntropyOptim,0.06574521304122823,0.0
EntropyOptim,0.26951440400207005,0.0
EntropyOptim,0.26951440400207005,0.0
EntropyOptim,0.26205837655307695,0.2
